,rank,full_name,ticker,market_cap,price,circulating_supply,date
51,52,THORChain,RUNE,1779722162.53,8.33,213536800.0,2021-06-13
52,53,Dash,DASH,1758328339.37,172.72,10179999.0,2021-06-13
53,54,Hedera Hashgraph,HBAR,1691229542.58,0.1967,8597695673.0,2021-06-13
54,55,Compound,COMP,1702953715.99,324.61,5246229000000.0,2021-06-13
55,56,Chiliz,CHZ,1657756440.04,0.2858,5799953862.0,2021-06-13
56,57,Celsius,CEL,1673794707.81,7.01,238863520.0,2021-06-13
57,58,Telcoin,TEL,1654809318.29,0.03181,52027110195.0,2021-06-13
58,59,Zcash,ZEC,1594212347.69,133.02,11985000.0,2021-06-13
59,60,Waves,WAVES,1599103603.21,15.18,105363328.0,2021-06-13
60,61,Elrond,EGLD,1537883912.66,87.29,17617594.0,2021-06-13
61,62,NEM,XEM,1489924600.74,0.1655,8999999999000000.0,2021-06-13
62,63,TrueUSD,TUSD,1435578126.53,0.9997,1435965721.0,2021-06-13
63,64,Holo,HOT,1420505986.13,0.008227,172673864848.0,2021-06-13
64,65,yearn.finance,YFI,1412652717.22,38559.73,36635.0,2021-06-13
65,66,NEAR Protocol,NEAR,1259771650.09,3.14,401558172.0,2021-06-13
66,67,Zilliqa,ZIL,1227963154.52,0.1079,11380309413.0,2021-06-13
67,68,Helium,HNT,1152864779.39,13.36,86299279.0,2021-06-13
68,69,SushiSwap,SUSHI,1101120113.94,8.65,127244443.0,2021-06-13
69,70,Decentraland,MANA,1095821560.61,0.6934,1580424221000000.0,2021-06-13
70,71,Enjin Coin,ENJ,1091554692.45,1.31,834331121.0,2021-06-13
71,72,Nexo,NEXO,1080649961.14,1.93,560000011.0,2021-06-13
72,73,Synthetix,SNX,1049170681.85,9.14,114841533.0,2021-06-13
73,74,Stacks,STX,1032830361.25,0.8972,1151181444.0,2021-06-13
74,75,Bitcoin Gold,BTG,1035813739.46,59.14,17513924.0,2021-06-13
75,76,Paxos Standard,PAX,981007136.17,0.9998,981220358.0,2021-06-13
76,77,Basic Attention Token,BAT,967792896.26,0.6463,1497474262.0,2021-06-13
77,78,Revain,REV,961314868.01,0.0113,85061485690.0,2021-06-13
78,79,Horizen,ZEN,939092312.89,83.94,11188194.0,2021-06-13
79,80,Qtum,QTUM,910622913.88,9.25,98446776000000.0,2021-06-13
80,81,Mdex,MDX,891986593.16,1.93,461541166000000.0,2021-06-13
81,82,Nano,NANO,870136925.21,6.53,133248297.0,2021-06-13
82,83,The Graph,GRT,855210345.61,0.6865,1245666867.0,2021-06-13
83,84,Harmony,ONE,839354992.58,0.08231,10197962570.0,2021-06-13
84,85,OKB,OKB,830021600.95,13.83,60000000000.0,2021-06-13
85,86,DigiByte,DGB,835030559.81,0.058,14397797714.0,2021-06-13
86,87,Bancor,BNT,827387042.25,3.96,209146871.0,2021-06-13
87,88,Ontology,ONT,821417716.19,0.9513,863432987.0,2021-06-13
88,89,BakeryToken,BAKE,809690978.65,3.2,253002039000.0,2021-06-13
89,90,Curve DAO Token,CRV,793659202.67,2.21,359610650.0,2021-06-13
90,91,0x,ZRX,758071725.9,0.8969,845229357.0,2021-06-13
91,92,Siacoin,SC,754023612.67,0.01569,48053512992.0,2021-06-13
92,93,HUSD,HUSD,732009001.31,0.9994,732419577.0,2021-06-13
93,94,UMA,UMA,727675353.57,11.94,60940789000000.0,2021-06-13
94,95,Fantom,FTM,715945597.86,0.2813,2545006273000000.0,2021-06-13
95,96,OMG Network,OMG,710062907.5,5.06,140245398000000.0,2021-06-13
96,97,KuCoin Token,KCS,693323362.22,8.65,80118638000.0,2021-06-13
97,98,Quant,QNT,689384568.92,57.1,12072738.0,2021-06-13
98,99,SwissBorg,CHSB,681539965.77,0.6815,1000000000.0,2021-06-13
99,100,Ravencoin,RVN,674486751.28,0.07507,8984650000.0,2021-06-13
100,101,XinFin Network,XDC,641679778.83,0.05228,12273024985.0,2021-06-13
101,102,Celo,CELO,636528490.67,2.59,245729966.0,2021-06-13
102,103,Ankr,ANKR,611525117.25,0.08741,6996232711000.0,2021-06-13
103,104,ICON,ICX,595839519.04,0.9475,628868389.0,2021-06-13
104,105,Livepeer,LPT,571653387.22,27.01,21164655.0,2021-06-13
105,106,Voyager Token,VGX,564358420.36,2.54,222295208.0,2021-06-13
106,107,Bitcoin Diamond,BCD,563074616.68,3.02,186492898.0,2021-06-13
107,108,Flow,FLOW,538697178.95,12.7,42429369.0,2021-06-13
108,109,Arweave,AR,523661142.96,15.68,33394701.0,2021-06-13
109,110,1inch,1INCH,519481520.19,3.01,1726826011.0,2021-06-13
110,111,Nervos Network,CKB,498283948.6,0.01868,26667859916000.0,2021-06-13
111,112,Verge,XVG,491535286.96,0.02986,16459973544.0,2021-06-13
112,113,WazirX,WRX,482728248.9,1.64,293763596.0,2021-06-13
113,114,IOST,IOST,459774626.15,0.02794,16454275775.0,2021-06-13
114,115,Ren,REN,434952182.73,0.4362,997163051.0,2021-06-13
115,116,Reserve Rights,RSR,409254111.71,0.0311,13159999000.0,2021-06-13
116,117,Kyber Network Crystal Legacy,KNC,393805686.5,1.92,205045092000.0,2021-06-13
117,118,renBTC,RENBTC,382879461.79,38853.66,9854.0,2021-06-13
118,119,Lisk,LSK,374828349.69,2.92,128303878000.0,2021-06-13
119,120,Neutrino USD,USDN,374321597.22,0.9982,374991751.0,2021-06-13
120,121,Loopring,LRC,374913031.22,0.3059,1225423784.0,2021-06-13
121,122,Wootrade,WOO,352634335.87,0.9373,376235705.0,2021-06-13
122,123,WINkLink,WIN,348112557.8,0.0004543,766299999999.0,2021-06-13
123,124,MaidSafeCoin,MAID,336831720.47,0.7443,452552412000000.0,2021-06-13
124,125,Dent,DENT,333769636.03,0.003397,98261255759.0,2021-06-13
125,126,GateToken,GT,319328664.23,4.03,79300383.0,2021-06-13
126,127,Ergo,ERG,310771010.5,9.71,32012428.0,2021-06-13
127,128,ASD (BTMX),BTMX,311340856.52,0.4186,743798994000000.0,2021-06-13
128,129,VeThor Token,VTHO,293680830.85,0.008042,36516789742.0,2021-06-13
129,130,SKALE Network,SKL,295865432.5,0.3086,958853025000.0,2021-06-13
130,131,Golem,GLM,284981374.44,0.285,1000000000000000.0,2021-06-13
131,132,Conflux Network,CFX,283146212.81,0.3359,843056851.0,2021-06-13
132,133,Gnosis,GNO,279781990.04,185.95,1504587.0,2021-06-13
133,134,Reef,REEF,275080474.49,0.02172,12666667338.0,2021-06-13
134,135,Storj,STORJ,273019323.1,0.9487,287788978.0,2021-06-13
135,136,iExec RLC,RLC,272402780.38,3.4,80070793.0,2021-06-13
136,137,Kava.io,KAVA,270403179.19,3.85,70172142000.0,2021-06-13
137,138,Ocean Protocol,OCEAN,263713360.01,0.5224,504799357.0,2021-06-13
138,139,Venus,XVS,256879746.93,25.28,10160753.0,2021-06-13
139,140,Status,SNT,252916700.68,0.07288,3470483788.0,2021-06-13
140,141,WAX,WAXP,246712850.89,0.1511,1632745315.0,2021-06-13
141,142,Band Protocol,BAND,245116171.84,6.97,35191821.0,2021-06-13
142,143,Energy Web Token,EWT,244646315.09,8.14,30062138.0,2021-06-13
143,144,Bitcoin Standard Hashrate Token,BTCST,241510897.25,28.53,8464090.0,2021-06-13
144,145,Origin Protocol,OGN,245001553.83,0.778,314895294.0,2021-06-13
145,146,Ontology Gas,ONG,241082342.5,0.873,276160204.0,2021-06-13
146,147,MCO,MCO,237810373.88,15.06,15793831000000.0,2021-06-13
147,148,ABBC Coin,ABBC,232181868.0,0.2725,851958352.0,2021-06-13
148,149,Prometeus,PROM,230962706.16,14.04,16450000000000.0,2021-06-13
149,150,Injective Protocol,INJ,226928626.76,8.25,27508083.0,2021-06-13
150,151,Uquid Coin,UQC,223793225.13,22.38,10000000.0,2021-06-13
151,152,Orchid,OXT,222134974.86,0.3251,683329583.0,2021-06-13
152,153,IoTeX,IOTX,220929795.0,0.02316,9540779324.0,2021-06-13
153,154,FUNToken,FUN,217967725.92,0.02116,10298879189.0,2021-06-13
154,155,Cartesi,CTSI,217602288.43,0.5927,367156473.0,2021-06-13
155,156,Augur,REP,211847282.21,19.26,11000000.0,2021-06-13
156,157,Fetch.ai,FET,211383260.05,0.2833,746113681.0,2021-06-13
157,158,NKN,NKN,204209448.98,0.2917,700000000000.0,2021-06-13
158,159,NuCypher,NU,200991520.62,0.3098,648750000.0,2021-06-13
159,160,Serum,SRM,198536609.69,3.97,50000000000000.0,2021-06-13
160,161,Numeraire,NMR,196650415.89,39.48,4981493000000.0,2021-06-13
161,162,Celer Network,CELR,196416426.84,0.03507,5601205665.0,2021-06-13
162,163,SUN,SUN,194554781.3,26.66,7297207.0,2021-06-13
163,164,The Sandbox,SAND,194511078.48,0.2771,701888415.0,2021-06-13
164,165,Gemini Dollar,GUSD,189747980.76,1.02,185151740.0,2021-06-13
165,166,SingularityNET,AGI,185094187.81,0.2134,867156743.0,2021-06-13
166,167,Swipe,SXP,182601324.14,1.92,95181302.0,2021-06-13
167,168,StormX,STMX,184158171.94,0.02131,8640900054000000.0,2021-06-13
168,169,Ardor,ARDR,176631152.01,0.1768,998999495.0,2021-06-13
169,170,Civic,CVC,178729288.91,0.2668,670000000.0,2021-06-13
170,171,Stratis,STRAX,176272792.54,1.33,132240878.0,2021-06-13
171,172,Aragon,ANT,175239770.82,4.42,39609523.0,2021-06-13
172,173,Alpha Finance Lab,ALPHA,175053078.29,0.613,285579035.0,2021-06-13
173,174,ZB Token,ZB,173290114.54,0.374,463288810.0,2021-06-13
174,175,Steem,STEEM,168780392.91,0.4377,385599418000000.0,2021-06-13
175,176,Enzyme,MLN,173297321.86,96.67,1792738000000.0,2021-06-13
176,177,Unibright,UBT,167766580.0,1.12,149999999.0,2021-06-13
177,178,Balancer,BAL,165776874.31,23.87,6943831.0,2021-06-13
178,179,Phala Network,PHA,165374303.54,0.931,177634380.0,2021-06-13
179,180,Streamr,DATA,162706867.12,0.1844,882250679.0,2021-06-13
180,181,Hxro,HXRO,154387914.38,0.6871,224693272.0,2021-06-13
181,182,Haven Protocol,XHV,153811790.49,10.77,14284252.0,2021-06-13
182,183,Orbs,ORBS,154152233.39,0.06913,2229950518.0,2021-06-13
183,184,Velas,VLX,153873904.91,0.07243,2124380663.0,2021-06-13
184,185,Ampleforth,AMPL,152676210.35,0.8909,171376363000000.0,2021-06-13
185,186,BitShares,BTS,148375116.59,0.04955,2994310000.0,2021-06-13
186,187,Hive,HIVE,150584580.22,0.3663,411087121.0,2021-06-13
187,188,DODO,DODO,147768073.55,1.34,110551965.0,2021-06-13
188,189,Casper,CSPR,146560453.0,0.2483,590273359.0,2021-06-13
189,190,Ark,ARK,144596389.03,1.11,129798603000.0,2021-06-13
190,191,Metal,MTL,143358358.08,2.19,65588845000000.0,2021-06-13
191,192,COTI,COTI,143078301.2,0.2136,669740238.0,2021-06-13
192,193,Travala.com,AVA,140318975.27,2.83,49646753.0,2021-06-13
193,194,Utrust,UTK,140171710.43,0.3115,450000000000.0,2021-06-13
194,195,JUST,JST,139049936.56,0.06152,2260326706.0,2021-06-13
195,196,RSK Infrastructure Framework,RIF,138083889.56,0.1859,742686676.0,2021-06-13
196,197,Komodo,KMD,139461650.93,1.1,126290897000000.0,2021-06-13
197,198,Function X,FX,137029311.85,0.3818,358935037.0,2021-06-13
198,199,LockTrip,LOC,135855966.61,9.09,14952163.0,2021-06-13
199,200,Polymath,POLY,137662230.06,0.2225,618764165.0,2021-06-13
200,1,Bitcoin,BTC,668968868769.75,35698.3,18739518.0,2021-06-20
201,2,Ethereum,ETH,261416943133.96,2246.36,116373340.0,2021-06-20
202,3,Tether,USDT,62631120301.17,1.0,62576335047.0,2021-06-20
203,4,Binance Coin,BNB,52177493482.09,340.07,153432897.0,2021-06-20
204,5,Cardano,ADA,45657297092.32,1.43,31946328269.0,2021-06-20
205,6,Dogecoin,DOGE,36545750821.57,0.2809,130102210569.0,2021-06-20
206,7,XRP,XRP,35873098743.8,0.7764,46205772880.0,2021-06-20
207,8,USD Coin,USDC,24440364970.14,1.0,24416881481.0,2021-06-20
208,9,Polkadot,DOT,19717389790.59,20.67,953804292.0,2021-06-20
209,10,Uniswap,UNI,11967307035.91,20.81,575171206.0,2021-06-20
210,11,Bitcoin Cash,BCH,10464300951.53,557.53,18769050.0,2021-06-20
211,12,Litecoin,LTC,10352804486.9,155.09,66752415.0,2021-06-20
212,13,Solana,SOL,9630102393.55,35.32,272637428.0,2021-06-20
213,14,Binance USD,BUSD,9461325790.75,1.0,9451605492.0,2021-06-20
214,15,Chainlink,LINK,9433378389.7,21.74,434009554000.0,2021-06-20
215,16,Polygon,MATIC,8804471915.71,1.4,6293422325000000.0,2021-06-20
216,17,THETA,THETA,8715172150.68,8.72,1000000000.0,2021-06-20
217,18,Stellar,XLM,6896122157.44,0.2976,2.3170089495e+16,2021-06-20
218,19,Wrapped Bitcoin,WBTC,6833185202.3,35670.93,191562.0,2021-06-20
219,20,VeChain,VET,6349148183.1,0.09872,64315576989.0,2021-06-20
220,21,Internet Computer,ICP,6089597586.79,47.21,128985798.0,2021-06-20
221,22,Ethereum Classic,ETC,5945034612.05,51.11,116313299.0,2021-06-20
222,23,Dai,DAI,5222559515.67,1.0,5211952808.0,2021-06-20
223,24,Filecoin,FIL,5105842413.5,63.32,80640770.0,2021-06-20
224,25,TRON,TRX,4860871937.39,0.06783,71659657369.0,2021-06-20
225,26,Monero,XMR,4745907983.59,264.6,17936101000000.0,2021-06-20
226,27,EOS,EOS,4311067170.8,4.52,954423791.0,2021-06-20
227,28,Amp,AMP,3836841983.73,0.09086,4.2227702186e+16,2021-06-20
228,29,Aave,AAVE,3500727704.19,273.5,12799766.0,2021-06-20
229,30,Neo,NEO,3160202724.34,44.8,70538831.0,2021-06-20
230,31,Theta Fuel,TFUEL,3126788451.42,0.5898,5301214400.0,2021-06-20
231,32,SHIBA INU,SHIB,3078391264.63,7.797e-06,394796000000000.0,2021-06-20
232,33,PancakeSwap,CAKE,2954586358.61,16.03,184270742000.0,2021-06-20
233,34,Algorand,ALGO,2889849790.21,0.936,3087396307.0,2021-06-20
234,35,Bitcoin SV,BSV,2875696765.4,153.24,18765858.0,2021-06-20
235,36,FTX Token,FTT,2825967429.01,29.95,94346958.0,2021-06-20
236,37,Crypto.com Coin,CRO,2733236012.2,0.1082,25263013692.0,2021-06-20
237,38,Maker,MKR,2684708941.5,2707.93,991423000000.0,2021-06-20
238,39,IOTA,MIOTA,2676495825.31,0.9629,2779530283000000.0,2021-06-20
239,40,Tezos,XTZ,2619824812.07,3.08,849916129.0,2021-06-20
240,41,Bitcoin BEP2,BTCB,2608038214.38,35666.44,73123.0,2021-06-20
241,42,Kusama,KSM,2550939366.12,301.17,8470098000000.0,2021-06-20
242,43,Cosmos,ATOM,2532033890.72,12.01,210767263000000.0,2021-06-20
243,44,Klaytn,KLAY,2468312049.86,0.997,2475627752000.0,2021-06-20
244,45,UNUS SED LEO,LEO,2457704379.27,2.58,953954130.0,2021-06-20
245,46,Terra,LUNA,2456160376.35,5.89,416897583.0,2021-06-20
246,47,Avalanche,AVAX,2408852566.09,13.97,172418164.0,2021-06-20
247,48,Huobi Token,HT,2038752692.33,11.94,170704593.0,2021-06-20
248,49,THORChain,RUNE,1959004730.52,8.38,233836800.0,2021-06-20
249,50,BitTorrent,BTT,1926686852.27,0.002919,659952625000.0,2021-06-20
250,51,TerraUSD,UST,1913781916.51,1.0,1909798353.0,2021-06-20
251,52,Waves,WAVES,1858900542.99,17.63,105424144.0,2021-06-20
252,53,The Graph,GRT,1859565156.5,0.6417,2897903422.0,2021-06-20
253,54,Chiliz,CHZ,1698570407.77,0.2882,5893953862.0,2021-06-20
254,55,Hedera Hashgraph,HBAR,1663008921.64,0.1934,8599030206.0,2021-06-20
255,56,Decred,DCR,1635947290.14,125.43,13042296.0,2021-06-20
256,57,Zcash,ZEC,1589213262.59,132.05,12035044.0,2021-06-20
257,58,Dash,DASH,1566234102.19,153.7,10190269.0,2021-06-20
258,59,Compound,COMP,1556123683.67,293.62,5299736000000.0,2021-06-20
259,60,Telcoin,TEL,1518072661.61,0.02918,52027110195.0,2021-06-20
260,61,Celsius,CEL,1485156936.23,6.22,238863520.0,2021-06-20
261,62,TrueUSD,TUSD,1450866935.23,1.0,1449140838.0,2021-06-20
262,63,Elrond,EGLD,1422341494.69,80.56,17654930.0,2021-06-20
263,64,yearn.finance,YFI,1322086692.22,36087.64,36635.0,2021-06-20
264,65,NEM,XEM,1284501552.73,0.1427,8999999999000000.0,2021-06-20
265,66,Holo,HOT,1282453670.21,0.007427,172673864848.0,2021-06-20
266,67,NEAR Protocol,NEAR,1179979524.05,2.89,407746436.0,2021-06-20
267,68,Helium,HNT,1100227864.56,12.62,87177780.0,2021-06-20
268,69,Zilliqa,ZIL,1093405347.22,0.0959,11401219562.0,2021-06-20
269,70,SushiSwap,SUSHI,1073708265.39,8.44,127244443.0,2021-06-20
270,71,Enjin Coin,ENJ,1046303613.0,1.25,834331121.0,2021-06-20
271,72,Mdex,MDX,1001681909.13,2.05,488667348000000.0,2021-06-20
272,73,Decentraland,MANA,987113648.94,0.6246,1580406721000000.0,2021-06-20
273,74,Synthetix,SNX,972941046.08,8.47,114841533.0,2021-06-20
274,75,Revain,REV,939144731.71,0.01104,85061485690.0,2021-06-20
275,76,Stacks,STX,919240765.22,0.798,1151991675.0,2021-06-20
276,77,Bitcoin Gold,BTG,912101357.45,52.08,17513924.0,2021-06-20
277,78,Nexo,NEXO,901298980.72,1.61,560000011.0,2021-06-20
278,79,Basic Attention Token,BAT,897168967.92,0.5991,1497640550.0,2021-06-20
279,80,Quant,QNT,890888508.48,73.79,12072738.0,2021-06-20
280,81,XinFin Network,XDC,886361880.42,0.07221,12274679085.0,2021-06-20
281,82,Horizen,ZEN,879621060.38,78.45,11213213.0,2021-06-20
282,83,Paxos Standard,PAX,794478167.22,1.0,793541418.0,2021-06-20
283,84,Fantom,FTM,788858216.11,0.31,2545006273000000.0,2021-06-20
284,85,Nano,NANO,780280098.45,5.86,133248297.0,2021-06-20
285,86,OKB,OKB,757208020.85,12.62,60000000000.0,2021-06-20
286,87,Bancor,BNT,755914559.05,3.54,213513133.0,2021-06-20
287,88,Qtum,QTUM,746048941.66,7.58,98465684000000.0,2021-06-20
288,89,Harmony,ONE,744811010.27,0.07298,10206120818.0,2021-06-20
289,90,BakeryToken,BAKE,733122387.99,2.85,257475536000.0,2021-06-20
290,91,Ontology,ONT,721149096.43,0.8331,865632987.0,2021-06-20
291,92,DigiByte,DGB,720034083.2,0.04994,14418556245.0,2021-06-20
292,93,Curve DAO Token,CRV,695827935.17,1.93,360999670.0,2021-06-20
293,94,0x,ZRX,670369549.78,0.7931,845229357.0,2021-06-20
294,95,HUSD,HUSD,662679993.47,1.0,661957671.0,2021-06-20
295,96,UMA,UMA,662203627.47,10.75,61621079000000.0,2021-06-20
296,97,OMG Network,OMG,644819567.74,4.6,140245398000000.0,2021-06-20
297,98,Siacoin,SC,640637736.35,0.01332,48082972992.0,2021-06-20
298,99,KuCoin Token,KCS,636652957.97,7.95,80118638000.0,2021-06-20
299,100,SwissBorg,CHSB,624783838.02,0.6248,1000000000.0,2021-06-20
300,101,Arweave,AR,614509532.11,18.4,33394701.0,2021-06-20
301,102,ICON,ICX,608613087.91,0.9588,634767767.0,2021-06-20
302,103,Ravencoin,RVN,599058130.39,0.0663,9035495000.0,2021-06-20
303,104,1inch,1INCH,589006578.09,3.41,1727223351.0,2021-06-20
304,105,Celo,CELO,571426232.72,2.33,245729966.0,2021-06-20
305,106,Livepeer,LPT,534093633.62,25.24,21164655.0,2021-06-20
306,107,Ankr,ANKR,510590627.4,0.07298,6996232711000.0,2021-06-20
307,108,Voyager Token,VGX,502843545.86,2.26,222295208.0,2021-06-20
308,109,Bitcoin Diamond,BCD,455646805.97,2.44,186492898.0,2021-06-20
309,110,Verge,XVG,454147668.95,0.02759,16461555244.0,2021-06-20
310,111,WazirX,WRX,418216673.13,1.42,293763596.0,2021-06-20
311,112,Nervos Network,CKB,419504136.71,0.01568,26751667110000.0,2021-06-20
312,113,Ren,REN,414154240.08,0.4153,997163051.0,2021-06-20
313,114,Flow,FLOW,399673229.65,9.42,42429369.0,2021-06-20
314,115,Neutrino USD,USDN,397832453.79,1.0,396935653.0,2021-06-20
315,116,IOST,IOST,389206412.28,0.02365,16454275775.0,2021-06-20
316,117,Reserve Rights,RSR,384204720.92,0.02919,13159999000.0,2021-06-20
317,118,renBTC,RENBTC,383508014.82,35659.08,10755.0,2021-06-20
318,119,Wootrade,WOO,377101099.18,1.0,376235705.0,2021-06-20
319,120,Kyber Network Crystal Legacy,KNC,352628404.7,1.72,205045092000.0,2021-06-20
320,121,WINkLink,WIN,351761990.3,0.000459,766299999999.0,2021-06-20
321,122,Loopring,LRC,332553912.46,0.2713,1225574300.0,2021-06-20
322,123,Lisk,LSK,319233852.13,2.49,128364024000.0,2021-06-20
323,124,MaidSafeCoin,MAID,311280210.09,0.6878,452552412000000.0,2021-06-20
324,125,ASD (BTMX),BTMX,295076792.02,0.3967,743798994000000.0,2021-06-20
325,126,Dent,DENT,292384677.05,0.002965,98610710274.0,2021-06-20
326,127,GateToken,GT,285244396.71,3.6,79310394.0,2021-06-20
327,128,Kava.io,KAVA,284390514.98,4.05,70172142000.0,2021-06-20
328,129,iExec RLC,RLC,274821759.65,3.43,80070793.0,2021-06-20
329,130,Gnosis,GNO,274285781.28,182.3,1504587.0,2021-06-20
330,131,Origin Protocol,OGN,272503950.07,0.8689,313621403.0,2021-06-20
331,132,Venus,XVS,269620527.75,26.39,10215305.0,2021-06-20
332,133,Golem,GLM,266587416.08,0.2666,1000000000000000.0,2021-06-20
333,134,SKALE Network,SKL,262314227.97,0.2736,958853025000.0,2021-06-20
334,135,VeThor Token,VTHO,259447242.86,0.007055,36776534565.0,2021-06-20
335,136,Ergo,ERG,256320688.05,8.01,32012428.0,2021-06-20
336,137,Ocean Protocol,OCEAN,249135903.16,0.4935,504799357.0,2021-06-20
337,138,Reef,REEF,245619035.25,0.01939,12666667338.0,2021-06-20
338,139,Storj,STORJ,237109553.24,0.8234,287973924.0,2021-06-20
339,140,WAX,WAXP,234236832.03,0.142,1649122670.0,2021-06-20
340,141,Prometeus,PROM,231988668.58,14.1,16450000000000.0,2021-06-20
341,142,Conflux Network,CFX,227663468.1,0.2692,845631247.0,2021-06-20
342,143,ABBC Coin,ABBC,222054880.01,0.2603,853089080.0,2021-06-20
343,144,Band Protocol,BAND,217960126.97,6.19,35191821.0,2021-06-20
344,145,Injective Protocol,INJ,210399626.75,7.66,27474392.0,2021-06-20
345,146,Swipe,SXP,209886543.78,2.21,95181302.0,2021-06-20
346,147,Bitcoin Standard Hashrate Token,BTCST,206307785.06,24.37,8464090.0,2021-06-20
347,148,Uquid Coin,UQC,205749079.71,20.57,10000000.0,2021-06-20
348,149,Gemini Dollar,GUSD,205901081.02,0.9998,205938117.0,2021-06-20
349,150,Status,SNT,205117701.96,0.0591,3470483788.0,2021-06-20
350,151,Energy Web Token,EWT,204066366.37,6.79,30062138.0,2021-06-20
351,152,FUNToken,FUN,199125186.11,0.01933,10298879189.0,2021-06-20
352,153,Ontology Gas,ONG,200263078.49,0.7235,276789178.0,2021-06-20
353,154,MCO,MCO,195091539.07,12.35,15793831000000.0,2021-06-20
354,155,Celer Network,CELR,198073873.37,0.03536,5601205665.0,2021-06-20
355,156,IoTeX,IOTX,193693270.49,0.0203,9540779324.0,2021-06-20
356,157,Fetch.ai,FET,195668452.44,0.2623,746113681.0,2021-06-20
357,158,Orchid,OXT,193696615.57,0.284,681999067.0,2021-06-20
358,159,NKN,NKN,192122153.61,0.2745,700000000000.0,2021-06-20
